ts_id,cluster,transform,model,fold,auto_params,sMAPE,MASE,RMSE
T3411,2,none,CatBoost_MIMO,1,,1.7555979600056597,0.5010626166658316,147.03975069529523
T1394,2,none,CatBoost_MIMO,1,,13.409361620504503,4.729885998406639,98.18202011921927
T671,2,none,CatBoost_MIMO,1,,1.283553119054249,0.6705579331017569,181.72706524571169
T2727,2,none,CatBoost_MIMO,1,,2.1660441960198873,1.656295146984337,408.58584714453104
T692,2,none,CatBoost_MIMO,2,,2.5451523902009616,1.7345283256012496,439.4950071045582
T2695,2,none,CatBoost_MIMO,2,,2.4295451504002687,1.8599035245431734,132.56283207572142
T3521,2,none,CatBoost_MIMO,2,,1.9512655334658384,1.0566453897430073,367.48868701242543
T569,2,none,CatBoost_MIMO,2,,2.6968113783147585,1.6691172813176813,68.48217007791885
T3085,2,none,CatBoost_MIMO,2,,3.6330954353138725,0.9990478576704772,584.289639987465
T2471,2,none,CatBoost_MIMO,2,,2.0063570248225524,0.9167178840684438,347.7825575518511
T599,2,none,CatBoost_MIMO,2,,1.1395020710083121,0.2922421017461539,157.28844241869345
T1107,2,none,CatBoost_MIMO,2,,2.750542786341138,1.6331570097693717,240.14289396585136
T462,2,none,CatBoost_MIMO,2,,0.9352822366741892,0.687749894311071,162.8321573268911
T3259,2,none,CatBoost_MIMO,2,,1.9808458920024272,0.4622468777640419,38.393987992945796
T889,2,none,CatBoost_MIMO,2,,1.8720062183831403,0.5736609178576422,201.7897477154232
T539,2,none,CatBoost_MIMO,2,,4.753725540250078,3.596711550785012,83.22532091329418
T882,2,none,CatBoost_MIMO,2,,2.038115343648385,0.6604198888629353,250.115730516338
T3037,2,none,CatBoost_MIMO,2,,2.7209257020807547,1.4132311093724281,71.46864823519655
T656,2,none,CatBoost_MIMO,2,,0.6445855635223946,0.31027162420194493,89.09429179446482
T721,2,none,CatBoost_MIMO,2,,1.2323474906547687,0.8063076197718047,259.2373162423161
T2321,2,none,CatBoost_MIMO,2,,1.4386584703399303,0.426788909709063,39.06431662884824
T2657,2,none,CatBoost_MIMO,2,,0.8905630900034666,0.11311318939376595,54.43115052951308
T2527,2,none,CatBoost_MIMO,2,,3.0667364341349552,1.590976751153387,101.547848631719
T1117,2,none,CatBoost_MIMO,2,,1.0022129303097995,0.6282413866708365,178.2157138141015
T145,2,none,CatBoost_MIMO,2,,0.848089864112493,0.6289623826357891,77.4531746136963
T2729,2,none,CatBoost_MIMO,2,,1.5150893096585645,1.214516419228131,284.18132680466476
T3104,2,none,CatBoost_MIMO,2,,9.074800132813372,0.7151845394979385,213.06671968750896
T1177,2,none,CatBoost_MIMO,2,,5.1009620928631385,2.373235757568543,93.12805871361091
T684,2,none,CatBoost_MIMO,2,,2.8083701118581303,1.9094320016178679,513.7764444261942
T2026,2,none,CatBoost_MIMO,2,,2.6201713770371424,1.4825158439059143,291.4268433602182
T1109,2,none,CatBoost_MIMO,2,,1.502826111674957,1.0275943836827728,143.43711311709933
T2291,2,none,CatBoost_MIMO,2,,1.8813031823361765,1.1660162794143314,220.57258524423526
T622,2,none,CatBoost_MIMO,2,,1.032496290712483,0.23610008463067064,15.750175265517054
T1232,2,none,CatBoost_MIMO,2,,5.117271324444019,3.76343346524069,456.8171618296163
T747,2,none,CatBoost_MIMO,2,,4.3005635697947024,1.6688700049992238,50.7703314558062
T3411,2,none,CatBoost_MIMO,2,,5.9414807875858475,1.7361091807710558,456.93884676029836
T1394,2,none,CatBoost_MIMO,2,,17.462177450937553,6.27993605070358,129.40579215778436
T671,2,none,CatBoost_MIMO,2,,0.9579741650789866,0.5016901061450898,124.30606463457407
T2727,2,none,CatBoost_MIMO,2,,3.535300605689825,2.756855423747422,632.2204513109469
T1107,2,none,Naive,0,fitted,1.5302528993289786,0.9054862308676549,134.07757882232605
T1107,2,none,SeasonalNaive,0,fitted,2.3275670117445335,1.3640711929522449,193.80917713786693
T1107,2,none,AutoTheta,0,STM,1.3776491998198346,0.816032971495025,122.90557601428614
T1107,2,none,AutoETS,0,"ETS(M,N,N)",1.5030494343346124,0.8895600644589341,132.06028881503576
T1107,2,none,AutoARIMA,0,"ARIMA(2, 0, 0, 0, 1, 1, 0)",1.4620506820577635,0.8655459154877729,129.14338381846093
